age,income,score,balance,region,label
54.1,35037.93,-0.0359,6489.60,east,0
39.9,82522.22,0.6585,1171.88,west,0
62.3,29894.69,0.3688,2389.03,west,0
57.3,40409.13,-0.7682,2334.80,south,0
35.5,71357.56,0.9699,3330.57,south,1
22.0,63939.96,-0.1519,4564.45,east,0
24.9,97707.78,0.8998,2083.84,south,0
27.6,91671.55,-0.7443,3652.24,west,1
33.8,70619.97,0.5749,8358.44,east,1
41.3,71869.95,1.3076,3639.15,north,1
66.3,28597.72,-0.5258,-902.43,east,0
32.5,44830.03,-0.1562,4111.99,west,0
64.7,54349.22,0.7523,4524.26,west,1
53.4,56942.04,0.6547,3876.79,west,1
62.4,36329.66,0.4874,11457.08,north,0
39.0,43972.28,0.0101,7785.34,north,1
18.2,45419.20,-1.4253,10109.74,south,0
58.9,78284.65,0.1253,3102.78,south,1
30.8,67324.08,-1.1558,7265.12,east,1
25.4,54282.92,0.2126,5716.35,west,0
59.6,55251.36,-2.1997,4699.24,west,0
53.7,65010.91,1.5574,2424.74,east,1
29.0,47985.97,2.0190,5611.48,west,0
31.9,55460.42,0.5693,-918.18,east,1
66.8,30357.20,-0.7164,7859.19,south,0
32.0,71525.75,-0.1755,13391.12,east,0
54.5,76542.21,1.0081,9461.70,north,1
24.7,66231.20,0.7798,-1400.17,east,1
60.4,68215.93,-0.5685,5532.23,south,1
24.1,66282.14,1.3173,2667.21,east,1
44.8,95139.65,0.8440,3081.99,south,1
19.8,63498.47,0.6557,4125.10,south,1
46.6,37214.82,-0.2262,8498.71,south,0
62.0,41936.51,0.1214,7149.76,south,0
22.4,72245.10,-0.5826,2395.26,south,1
32.3,78356.96,0.3093,6635.77,north,1
57.8,73260.71,-0.5335,5405.90,north,0
49.6,74452.81,1.2856,11100.53,east,1
34.3,63197.95,0.1610,491.50,north,1
50.7,34336.21,0.3308,4577.37,south,0
41.6,47761.42,0.4490,2064.37,east,1
62.8,28786.16,0.4401,4835.04,west,0
33.2,53298.63,-1.2917,-1193.86,north,1
57.4,36471.30,1.3909,2116.51,west,0
51.1,61625.86,0.2167,4590.02,west,1
56.5,57025.30,-0.4247,3113.70,south,1
37.7,26356.08,-0.8411,2245.51,west,0
55.7,72583.42,-0.5566,4539.04,south,0
54.3,73066.14,-0.4876,3209.20,north,0
38.1,35952.08,0.1316,2108.96,north,0
19.4,62426.93,-0.7346,4170.87,west,0
68.1,,0.2271,4983.91,west,1
55.1,54906.88,0.2623,5899.65,east,1
28.6,74694.20,-0.5679,-335.71,south,1
56.0,63168.45,2.3075,3671.29,south,0
32.5,78436.00,-0.0014,8457.90,south,1
42.4,63103.87,0.4483,552.11,west,1
62.7,57036.62,0.2243,5292.25,east,0
41.3,68713.16,-0.0446,3420.82,north,1
33.0,73414.22,0.7811,8173.63,north,1
33.9,64179.91,1.4785,8594.29,north,1
22.0,52095.84,0.0390,5701.08,west,0
29.4,46194.71,-0.7402,3388.90,east,1
32.1,53385.43,0.6510,132.26,west,0
27.0,49920.12,-2.0250,3304.53,east,0
21.3,63370.68,0.2632,2362.99,west,1
42.2,62751.65,-0.0802,5015.24,west,0
29.1,58334.11,0.4277,9560.96,west,0
56.4,59760.11,-1.3914,10628.17,south,0
66.0,62769.74,-0.3296,5824.46,east,1
32.2,86898.71,-0.9153,5281.40,east,1
47.8,80625.48,-0.4344,4511.91,north,0
44.3,49788.89,0.6803,5807.00,north,1
21.9,67076.63,-0.0996,4300.29,west,0
24.5,54071.17,-0.4973,10183.74,west,0
64.0,58074.30,1.2636,2661.00,south,1
42.7,55529.04,0.1032,5266.63,west,0
59.8,48922.25,-1.9154,3071.53,west,0
21.5,36157.34,-0.9458,7756.06,east,0
48.9,17064.61,0.4904,10335.23,west,0
63.0,63209.11,0.5145,6915.75,west,1
63.1,80231.40,0.2989,5518.13,east,1
18.3,44015.17,0.3361,5093.64,west,0
45.1,68492.03,-0.8133,6666.82,south,0
37.2,53013.40,-0.0205,3543.45,east,0
57.5,64552.73,-1.1031,9893.23,south,0
21.8,45711.32,-0.7579,10237.36,north,0
31.8,55680.19,-0.8340,7977.93,north,0
60.3,57773.12,-0.7656,7406.60,west,0
42.4,18420.39,-0.2761,3764.47,west,0
41.6,63422.00,-0.1652,10438.18,east,1
68.4,57288.15,-0.7346,844.66,west,0
34.6,16599.93,1.1198,2816.55,south,0
20.2,70938.69,-0.3978,11328.77,east,1
38.4,59071.91,1.5664,3757.86,south,1
26.0,63197.66,1.0358,2565.56,west,1
22.3,65914.47,-1.1507,62.64,north,1
47.5,52403.24,0.9188,8098.53,east,0
67.6,40943.35,-1.3382,8562.83,north,0
48.1,51889.44,1.4664,5643.65,north,1
51.6,52194.24,0.3600,157.41,south,1
34.8,98204.51,-0.9452,4762.68,west,1
47.7,91663.24,-2.1290,2684.20,north,1
57.1,51119.36,-0.3656,7727.61,north,0
48.6,52400.50,-1.3077,9407.64,east,0
59.7,65196.99,1.1039,6355.20,south,1
46.6,69412.26,-1.2062,6312.84,south,0
28.3,47530.88,-0.2078,9653.75,south,0
48.3,42148.10,0.5002,10116.85,north,0
43.5,93227.10,0.0254,1506.21,south,1
26.6,77949.57,0.2701,6400.05,east,1
50.2,32494.46,-0.2335,1560.30,north,0
60.5,,0.7215,2783.42,south,0
25.0,45147.02,-0.9107,8470.97,south,0
46.3,63370.41,0.5682,1754.57,west,1
56.2,69074.17,-1.1803,4580.50,north,0
39.0,53586.59,0.1801,8785.56,south,0
32.0,31349.92,-1.1183,6446.00,south,0
37.4,63340.09,-0.1965,198.46,east,0
46.2,70013.36,0.5809,4789.58,south,1
53.7,59483.81,1.2198,4413.53,south,1
47.1,50852.25,-1.7741,2409.33,east,0
23.6,69532.68,-0.7569,11176.30,north,1
60.5,58500.94,-0.9621,5276.79,west,0
66.0,39910.82,1.1928,5265.91,north,1
23.3,61127.94,-0.8567,8180.72,south,0
31.0,36858.17,0.6909,5606.32,south,0
27.0,76314.67,-0.5121,1197.57,east,1
62.2,67667.22,-1.4263,5144.28,east,0
65.3,42058.39,0.1042,6398.89,west,0
20.3,63175.08,-1.1284,5621.58,north,1
35.3,81344.40,0.7139,8292.59,west,1
28.0,21954.88,0.8094,7744.28,north,1
42.4,57018.88,1.3061,6690.51,north,1
65.9,88282.25,-1.0077,4677.83,south,1
21.6,32290.85,1.5439,5289.15,north,0
26.9,56529.74,0.9448,10918.19,south,0
43.3,34501.22,-1.7768,282.48,north,0
45.2,58274.41,2.1756,8526.46,east,1
56.8,17368.14,1.6521,6513.64,south,0
40.8,31003.92,-1.0336,3133.43,east,0
25.3,50029.17,0.3142,5160.63,north,1
36.4,61879.96,-1.3341,6996.97,north,0
69.1,66096.35,-0.1431,1040.85,west,1
57.0,66919.45,0.1724,5692.96,east,1
24.0,79623.59,0.5997,6918.70,south,1
60.0,71715.65,-0.8243,2561.32,east,0
34.2,72423.46,-0.0378,5601.59,south,0
58.6,,-0.9305,9356.00,east,0
18.7,56707.16,0.3664,5796.51,west,1
63.3,115440.47,0.6441,2668.81,west,1
26.4,99334.28,0.0599,501.27,north,1
41.7,74040.84,1.1227,-17.73,east,1
52.4,72476.93,0.7343,8129.26,north,1
44.4,76861.40,0.3553,4629.28,south,1
26.6,52351.62,1.1351,4925.71,east,0
25.2,93973.26,-1.2388,4587.65,south,0
32.8,52842.22,-0.0479,3040.68,north,1
20.7,58015.49,-1.7626,10410.85,west,1
29.3,97836.79,-0.0301,7275.33,east,1
24.8,22763.55,-0.4766,9617.58,east,0
42.2,65848.48,0.8045,1665.07,north,1
36.5,29060.10,-0.4489,6999.61,south,0
48.5,47931.80,-0.6446,7164.10,south,0
32.6,57842.27,-0.1058,1864.28,west,0
19.8,53240.67,-0.1427,2642.36,west,1
35.2,62529.85,0.4967,2795.17,south,1
57.3,45894.55,-0.8755,8237.00,north,0
31.3,57632.96,-1.4941,5885.78,east,0
39.0,38472.73,-1.5849,3116.43,south,0
57.3,52606.27,1.1256,7284.35,south,1
39.1,34911.08,-1.2591,3270.75,north,0
64.1,71072.97,-0.4703,5595.55,north,0
65.7,36539.44,-1.1042,5004.18,south,0
34.1,71742.75,0.8592,2695.89,north,1
56.3,52128.50,-0.5696,8029.40,west,0
31.2,54085.20,1.2023,5378.86,south,0
25.3,80381.48,-0.7080,-1531.96,north,1
40.8,61381.53,0.2822,4669.39,north,1
49.3,25857.59,0.7381,9651.56,east,0
66.7,68324.87,0.9454,-1393.74,east,1
25.6,8000.00,-1.1906,7907.48,west,0
55.0,64200.21,-0.3737,5900.29,south,0
42.7,52346.22,-0.0896,1604.60,south,0
24.8,34610.50,-1.8190,5162.16,east,0
68.6,60862.19,0.6944,1865.66,east,1
54.2,53985.65,0.3766,699.68,south,0
24.7,95112.73,0.4950,6360.40,west,1
65.1,51667.78,-1.3871,6048.19,west,0
23.4,94001.92,0.1736,-101.19,west,1
22.8,84063.32,0.4235,3630.63,south,1
35.2,48591.73,1.0106,5301.13,south,1
66.8,44934.25,-0.5239,562.54,west,0
19.7,82970.61,0.6625,8409.99,east,1
65.7,57037.40,1.9352,3028.64,east,0
49.8,62307.92,-0.4372,6384.92,east,0
21.5,54925.36,-0.4138,7120.58,north,1
47.6,37898.01,-0.3270,2434.57,east,0
41.9,52819.66,-1.4820,6230.88,south,0
47.3,42350.81,-0.3653,5558.46,west,0
56.3,32157.97,1.6016,6404.29,east,0
53.3,54227.76,-0.9243,3925.92,west,0
69.9,91303.62,-0.1968,8076.77,south,1
26.1,88317.97,1.1783,7322.24,east,1
60.3,58357.10,0.5546,9754.43,east,1
39.4,61884.37,0.2215,8365.29,south,0
58.7,68619.76,-0.3351,1215.74,east,1
64.4,83753.51,,3545.57,west,1
69.6,65151.54,0.0075,6485.10,north,1
31.8,50931.12,0.6766,8162.78,west,0
41.6,52468.16,0.0741,3155.98,east,0
67.0,79724.72,0.9268,5252.54,south,1
67.2,106018.18,-1.8472,6126.05,north,1
37.4,48269.64,0.8082,4899.08,north,1
66.9,22777.56,-0.5253,8179.92,south,0
39.1,73964.39,0.0098,2292.61,west,0
37.5,58095.15,-0.4206,6712.85,east,0
57.3,61952.55,0.6332,2877.83,east,1
42.5,81607.37,-0.1183,6477.29,south,1
41.3,60681.40,0.6168,2487.75,west,1
38.1,35721.85,-0.7963,4379.33,south,0
40.5,24319.23,0.1867,7948.22,east,0
25.3,58621.40,1.2126,2391.94,north,1
21.2,38730.63,1.1011,5432.83,east,1
57.2,64667.25,-0.3523,7100.38,north,1
47.4,36643.12,0.1411,4885.36,south,0
52.9,53159.49,-0.3647,4417.16,north,1
59.7,33116.07,-0.1177,5239.94,north,1
30.0,52973.80,0.0177,2601.28,east,0
30.2,51476.85,1.1972,7440.55,north,1
32.5,70147.55,0.5767,7345.34,north,1
33.8,83566.71,1.4420,10324.46,north,1
57.6,56189.41,1.5186,6043.47,west,1
37.5,44020.95,-1.2484,8423.30,east,0
34.8,94573.81,0.3066,3747.67,north,1
51.1,66002.42,-0.4379,6631.86,east,1
27.7,70462.30,-1.5927,2518.83,north,1
23.5,70415.98,-1.0631,5929.91,west,0
54.3,85599.63,,4284.28,west,1
57.3,77617.30,1.6524,8031.68,east,1
33.4,71669.41,0.0885,-752.70,south,1
51.1,73273.25,-0.1805,4723.91,south,0
19.8,44101.13,-0.0254,4335.80,west,0
39.0,48592.22,-0.7358,7165.99,north,0
48.1,57606.13,0.1736,3117.28,east,1
31.2,61195.61,-0.0865,3971.04,north,1
36.1,59857.86,-1.6029,8912.64,north,1
49.7,,-0.5195,3377.83,north,0
48.7,60004.68,3.3124,4078.47,south,1
26.0,51853.03,0.6261,8559.86,east,1
54.7,30381.39,-0.0912,-947.06,south,0
22.2,74543.52,0.6607,6401.49,south,1
68.4,70085.61,-0.9523,6219.06,south,0
28.5,43756.58,0.0939,5979.57,north,0
31.2,68471.35,0.8684,-6.65,south,1
28.4,66624.26,-1.5741,1057.46,west,0
69.6,60842.44,-0.7168,2788.12,west,0
32.9,26511.62,-0.3877,2706.99,south,0
49.5,37880.40,-0.2720,7174.77,north,0
69.5,48746.97,-0.4972,3919.56,east,0
67.4,88533.18,0.2733,9373.97,south,1
20.2,44117.36,1.0073,5140.52,north,0
45.1,53309.77,0.3446,7010.65,west,0
49.3,39587.23,1.0123,3273.14,west,1
54.5,50694.39,1.0325,3470.91,east,1
35.5,65689.58,-0.5789,6481.22,west,0
35.1,22282.02,0.2737,7779.03,north,0
18.2,8570.97,-0.3608,3287.52,east,0
19.8,71432.07,0.6523,8977.31,north,1
46.6,60163.18,-0.3359,4515.54,south,0
21.9,48666.05,-0.1750,9794.56,east,0
28.5,76945.60,1.6723,1618.36,south,1
35.3,76979.16,-0.1665,4200.49,north,1
21.7,21862.92,-1.5207,7117.92,east,0
19.6,56518.77,0.1254,5011.25,east,0
66.2,79449.49,0.2987,3534.62,north,1
40.6,47511.57,-0.4871,7111.92,west,0
28.7,53895.48,0.0772,7987.87,west,0
54.8,76673.70,1.0083,4045.54,west,1
18.5,54714.05,-0.4984,7461.29,west,0
30.7,38015.09,-0.1744,3963.06,west,0
68.0,47190.78,-0.6839,2907.45,south,0
64.7,35697.11,0.3335,8978.39,east,0
51.1,69490.45,-0.1128,3572.27,east,1
22.8,28530.62,-0.8936,3791.21,north,0
34.5,77542.22,-0.1414,7451.49,west,1
19.5,29943.82,1.8003,2356.98,north,0
29.4,60339.34,-1.6577,2466.36,north,1
19.3,33154.23,-1.3425,4458.26,west,0
24.6,53844.84,0.3408,5483.03,east,1
50.9,77911.69,-1.3440,7941.07,west,0
23.2,79711.91,1.9202,4668.30,west,1
26.1,82993.22,-1.4453,3315.33,east,1
64.9,57926.63,-1.2636,1465.14,west,0
35.4,61456.46,-0.4904,4275.04,west,0
35.3,63706.19,1.0671,3861.40,west,1
22.5,70603.72,0.7964,8442.64,east,1
59.4,52344.54,0.5695,510.09,west,1
53.2,79317.10,0.3032,18.03,south,1
46.5,65382.96,1.2836,-244.57,north,1
50.1,80106.15,-1.7637,4505.64,north,1
23.2,68119.86,0.2835,6472.46,west,1
31.5,71723.07,1.4101,9920.97,west,1
48.3,46389.38,-1.0298,462.09,west,0
67.5,52038.37,0.3259,5647.84,west,1
60.5,36284.13,1.2081,3383.48,north,1
51.3,54203.99,1.2351,9923.31,north,1
45.0,56356.69,-0.1192,6195.91,east,0
18.8,74566.36,1.8315,9636.21,east,1
64.3,36869.28,0.5072,5110.29,north,0
21.5,117732.62,1.0595,8313.00,north,1
24.7,57330.28,-1.0319,6233.05,east,0
54.0,82167.58,-0.7232,3316.37,south,1
60.2,78234.58,-0.7279,7934.22,north,1
58.9,14166.14,1.7375,4278.61,north,0
41.5,54802.95,-2.2613,-1411.48,south,0
27.2,86042.08,-1.7770,4869.30,south,1
19.8,15883.63,0.7928,1581.52,west,0
62.3,73360.18,0.1574,6722.10,east,0
68.8,43039.19,-2.8724,9675.80,west,0
30.7,51124.14,-0.3721,6050.55,north,1
63.0,63551.58,-0.2842,6802.32,east,0
38.9,25931.48,1.1939,1563.99,east,0
34.2,63036.94,-1.8506,2851.88,east,1
44.3,47882.83,-0.5024,3445.66,south,0
18.4,46024.22,1.0528,10921.78,west,0
41.0,72138.11,0.7581,3938.54,south,1
28.4,122645.27,-0.8807,5977.68,north,1
55.0,65683.27,-0.2639,-217.35,north,1
44.1,69466.80,-1.4225,3684.77,south,1
63.2,58590.80,1.3446,5528.90,north,1
64.6,46484.18,-0.4018,4757.42,west,0
34.5,64153.78,1.2553,4306.01,east,1
32.6,86826.27,0.7958,6435.95,north,1
66.8,62901.97,-0.8449,6588.10,west,0
44.2,75524.02,-0.1241,1610.96,north,1
23.0,55404.51,0.6484,1232.81,south,1
20.4,104849.99,0.4482,6788.88,west,1
69.5,29805.82,1.5023,7527.07,west,0
48.1,70010.49,1.1057,1151.12,west,1
20.8,69224.20,0.3359,7137.05,east,1
44.6,64259.68,0.6914,1040.29,west,1
44.2,39364.21,-0.6696,4655.81,south,0
40.6,38969.49,-0.5580,8896.90,north,0
67.5,55212.70,0.6072,340.95,south,1
67.3,61228.29,0.3484,5125.45,south,1
24.5,37601.70,-1.0535,4499.98,south,0
25.9,40239.34,-0.0547,1796.45,south,0
39.2,69507.39,-0.7530,7380.48,west,0
61.4,77996.42,-0.5158,2369.64,south,1
50.4,49308.22,1.2786,3165.69,west,1
56.0,46830.87,-0.8933,1878.59,west,0
48.0,46310.29,-0.6110,6410.07,north,0
28.9,104004.97,0.5746,6770.42,north,1
60.5,68202.82,0.0982,9134.44,east,1
18.7,58197.99,0.1886,4402.91,south,0
54.3,77492.67,-1.3743,2674.57,south,0
28.1,100702.46,0.0007,9519.15,east,1
42.5,80451.75,-0.3330,3291.93,south,0
68.7,33658.57,-0.7571,7119.45,west,0
46.0,57819.06,-0.5170,9882.54,south,0
21.0,52073.13,-0.2566,7449.72,north,1
40.3,53171.66,0.8432,-269.70,east,1
52.3,37420.50,1.8520,2015.87,west,0
20.9,52280.66,0.1375,2781.34,south,0
31.1,39796.74,1.4674,7574.32,west,0
19.0,65439.34,0.1408,2792.87,north,1
46.1,60131.61,-1.4064,7365.89,east,0
37.8,33828.46,0.0884,5734.00,east,1
44.2,28538.80,1.2741,5567.95,north,0
33.4,50661.60,1.3891,5022.85,south,1
52.2,71044.34,-0.8216,2853.35,east,0
27.0,68221.81,2.1981,9125.88,south,1
65.1,58103.25,-0.6802,5444.44,west,0
67.9,8000.00,-0.6734,9532.13,east,0
43.6,50373.84,-0.4716,2377.42,south,1
42.2,45940.11,1.4381,52.89,west,1
62.7,53243.21,0.4234,9212.80,north,1
33.1,37279.94,0.9172,1599.53,west,0
59.8,51478.49,-2.1142,5391.19,north,0
32.9,47287.99,-0.0145,3939.05,east,0
55.4,,-0.0719,4585.83,east,1
35.4,71982.34,0.7129,4059.37,south,1
49.3,55796.76,-0.4156,1785.01,east,0
66.1,58413.70,1.1935,1477.22,north,1
20.8,57135.73,-0.6276,5654.48,north,1
60.0,62678.27,-1.3109,2910.35,east,0
46.2,51968.56,-1.5485,10124.36,north,0
37.7,58959.89,1.2635,5251.08,west,0
36.2,77806.41,0.7733,9162.68,north,1
21.6,74284.55,-0.7159,3600.50,south,0
31.4,64854.71,1.1090,7377.25,north,1
50.4,83321.30,,3236.87,south,1
23.1,63327.23,-0.0754,2209.20,east,1
52.8,41558.75,-1.3726,4281.74,west,0
68.0,27730.51,-0.4887,4405.83,south,0
69.0,46719.41,0.1483,12702.03,south,0
64.2,58143.42,0.2405,1039.96,north,1
59.9,66465.87,,3047.28,east,0
27.3,78724.49,1.0053,7102.18,north,1
68.4,48912.60,1.4364,4499.29,north,1
28.5,44735.82,-0.7383,5410.29,east,1
63.2,73199.49,0.4329,7281.84,east,1
63.6,80531.40,-1.4294,4567.12,east,1
50.3,50654.19,0.4449,2851.59,west,1
45.1,65370.31,-0.8877,939.60,west,0
28.4,84109.62,-0.1039,4770.61,east,1
45.0,65067.62,0.2131,6588.97,north,1
33.1,58289.17,-0.1880,5590.65,south,0
24.5,21752.95,1.0571,8449.66,west,0
24.7,83209.25,-0.7036,3733.72,south,0
59.7,70903.50,-0.4041,5796.55,west,0
66.0,61548.89,0.3623,2480.01,west,0
25.4,50884.06,0.0154,-750.54,south,0
18.7,36779.25,0.2938,6683.94,south,0
31.7,57479.19,-0.1547,3569.93,south,0
25.0,57350.65,-0.7300,6868.64,north,0
27.8,79088.21,0.6901,3120.23,south,1
48.3,37405.52,0.1250,360.15,east,0
40.0,85295.87,0.9193,2251.52,north,1
40.3,59910.66,1.3370,4060.71,south,1
28.7,80701.44,-0.2905,2900.65,west,1
52.6,41771.52,-0.6641,4102.79,south,0
33.1,65534.97,-0.3872,6576.70,north,1
38.8,81304.82,-0.5758,4890.55,south,1
42.1,61348.52,-1.8678,6334.43,east,0
65.0,32747.91,1.6366,4481.98,west,0
30.8,53320.87,0.4482,2899.95,east,1
55.4,68939.88,2.3027,2013.79,south,1
34.1,34030.80,,-1603.48,west,0
64.5,33213.56,0.6241,6676.34,west,0
38.5,63523.45,0.3179,8196.93,east,1
44.3,42128.99,-0.0136,1976.87,south,0
63.6,71563.92,0.9997,2091.39,south,1
53.0,38067.37,0.0582,2370.61,north,0
22.9,26153.94,-0.0197,5923.49,west,0
25.1,45273.66,0.2106,5200.84,west,0
69.5,86206.72,-2.0987,4221.02,east,0
19.5,43707.07,-0.6372,4760.56,north,0
33.6,59182.70,-0.6540,-39.27,north,0
67.9,63732.27,1.6448,4528.00,east,1
18.8,42153.91,0.6208,4345.98,west,1
26.4,78974.70,0.8116,6345.70,south,1
29.1,,0.6614,2786.49,south,1
22.5,67325.17,-0.1291,3331.34,west,1
42.5,28955.04,1.6479,5532.67,south,0
48.8,27733.68,-0.1434,12865.09,north,0
34.6,9607.07,-1.3052,3116.73,east,0
23.6,55878.39,0.6635,10963.78,east,1
60.2,55166.71,1.1935,2169.50,south,1
59.8,72346.49,0.1579,5081.60,east,1
47.2,86093.46,0.4092,2146.69,east,1
25.2,54738.66,0.9818,8978.46,west,0
46.2,54467.80,1.5320,5318.30,east,1
50.7,67436.68,0.6204,5517.49,south,1
40.3,86883.05,1.6783,7984.16,south,1
62.9,44472.19,0.3384,8808.49,east,0
38.3,70604.32,2.0781,2978.22,south,1
44.6,54870.66,-1.2657,5678.95,west,0
23.9,53293.22,0.9702,3478.80,west,1
47.3,74017.64,0.3371,8391.38,east,1
57.9,45079.07,0.1758,-1304.70,north,0
56.0,40070.52,-1.1717,11440.62,north,0
31.4,71325.06,1.0953,4268.38,west,1
69.6,58880.34,-0.1268,-1213.11,south,0
55.4,54586.88,-0.8952,5786.76,north,0
40.0,56934.42,-0.5467,2454.37,west,0
39.6,68292.34,-0.1619,5048.91,west,0
58.5,52672.75,0.1597,5321.55,south,0
27.1,73137.85,-0.8121,8129.82,south,0
51.3,66807.92,-0.8262,-482.22,west,0
55.4,86049.72,0.4612,6125.50,west,1
44.8,82157.41,-0.0072,8389.83,east,1
63.4,74796.90,1.9544,1092.93,west,1
42.4,55700.14,-0.3446,7176.11,north,1
42.2,61486.77,0.7775,7369.93,south,0
32.8,48675.12,1.7380,3357.42,north,0
65.8,110727.27,-0.1305,-737.15,south,1
34.4,55368.72,1.0104,5415.44,north,0
54.2,69379.16,0.3528,3547.91,west,0
39.3,83851.21,0.1127,9606.28,north,1
66.6,34822.63,1.6056,4266.57,south,0
67.3,44498.43,-0.8926,7058.51,north,0
19.6,52266.21,-0.5195,6001.60,south,0
69.7,41467.18,-1.6412,5535.92,west,0
49.5,36541.61,-0.0545,1275.50,south,0
21.8,50081.48,1.0085,2802.26,east,0
43.8,82671.33,-0.1832,5272.99,west,0
20.6,72440.18,0.8510,4721.33,north,1
46.5,60029.48,-0.6681,4647.92,east,0
27.6,59915.40,1.1600,7257.27,east,1
37.1,29494.05,-0.0473,5107.67,north,0
33.8,71954.68,-0.3977,7095.61,east,1
49.3,67088.38,1.6371,5230.43,north,1
60.8,39928.68,0.0509,6088.08,south,0
66.7,63146.37,0.6115,3412.41,north,1
35.1,55953.95,0.1768,505.56,west,0
47.6,50093.24,0.7368,7488.95,north,1
18.3,41620.73,0.1773,7537.07,south,0
37.4,47262.47,-1.0945,6892.66,west,0
68.0,42454.46,0.3320,2568.51,west,0
24.2,67740.55,0.5193,8240.99,south,0
63.2,66012.20,0.4329,5256.21,west,1
51.9,65242.24,-0.1590,5468.66,south,0
33.3,56155.41,1.8019,2971.58,north,1
58.5,52099.89,-0.6390,3507.68,north,0
33.0,96216.98,0.1782,3086.42,west,1
64.5,25920.25,0.2631,6059.02,east,1
22.3,80990.57,-0.9804,2925.52,south,1
24.2,65817.40,-1.0835,4884.34,south,0
57.0,60696.51,0.6976,3338.33,east,1
41.4,50289.94,0.7082,1154.90,south,0
25.7,55515.04,0.1943,5123.75,north,1
44.7,38104.12,-1.4807,5345.81,east,0
33.4,34479.18,-0.2189,5187.04,north,0
46.6,57448.61,0.2900,-3815.04,north,1
56.7,29647.71,0.6560,8038.19,south,0
62.6,74573.42,1.2003,4938.12,west,1
21.1,79534.90,0.4965,2120.74,east,1
48.8,8000.00,0.9843,10640.35,south,0
69.2,31515.83,1.6536,5040.08,north,0
41.9,64368.93,-2.1826,7161.89,west,0
58.0,63288.63,1.0114,5348.87,south,1
23.1,61481.89,-0.3604,-1908.38,west,1
63.4,67073.57,0.5212,8520.87,south,1
48.3,72920.96,0.2596,1581.47,west,1
64.2,75074.09,-0.9217,8181.29,west,0
58.9,91709.94,-0.8084,4582.13,north,1
63.2,59976.67,0.4762,2409.59,east,1
21.0,75045.14,-0.1148,-2307.72,west,1
55.2,30289.30,,3558.11,east,0
28.2,57140.16,-0.3123,1971.01,west,0
31.8,37557.36,2.1161,5055.78,west,0
34.9,84593.71,-0.1875,1697.77,west,1
48.7,101549.01,2.0460,7084.11,east,1
50.6,69270.57,-0.6718,3380.30,north,0
66.4,36115.82,0.5934,3622.96,west,1
18.7,57500.85,1.1354,10850.76,west,0
28.1,60060.87,-1.2006,7288.23,east,1
36.8,63109.53,-0.8714,3040.88,south,0
60.5,79144.96,0.4452,6042.11,west,1
46.6,76717.30,1.1558,167.36,north,1
44.6,11855.56,1.3648,2730.45,west,0
57.5,84148.04,0.5865,4431.22,south,1
52.1,50616.70,1.0598,2749.25,east,1
33.1,,-1.0605,1976.37,south,0
22.5,85059.21,-0.3516,6851.40,east,1
42.0,54756.14,1.4386,3162.64,west,0
63.8,34893.47,-0.4758,2547.83,north,0
49.1,35704.04,-0.1768,3167.11,north,0
20.8,60605.18,-1.6115,2998.75,east,1
40.9,75902.46,-0.1283,7281.34,south,0
38.0,86588.39,-1.4714,5809.21,east,1
48.3,56498.44,0.3978,505.02,south,0
48.5,51142.64,1.4625,8899.65,north,1
67.5,88790.34,0.3528,8135.26,west,1
35.6,51340.80,0.2128,4098.68,north,1
39.2,85823.26,-0.3313,2013.79,south,1
49.9,63801.17,0.5784,5001.92,east,1
64.1,63852.43,-1.0115,3240.70,east,0
54.7,55347.65,-0.3907,6464.44,west,0
42.5,64926.12,2.1198,4821.97,east,1
60.4,51225.60,-1.1997,8684.48,north,1
43.2,47363.01,-0.4918,141.75,south,0
68.1,57152.46,-1.2877,3117.35,north,0
32.7,47883.45,1.2281,5765.16,west,0
24.6,65062.70,-0.1781,3474.36,north,1
61.2,61123.88,-1.1708,3693.24,east,0
33.5,54869.58,-1.1538,1530.33,south,1
62.1,55995.59,1.1083,10565.29,north,1
49.7,55476.06,0.6912,4399.35,east,1
44.5,90889.10,0.8093,6981.36,west,1
22.5,59423.61,-0.0166,2635.40,north,1
58.9,48899.15,0.9050,3563.57,east,1
21.4,54264.84,1.3021,4712.62,south,0
68.2,71509.74,0.6810,9768.57,north,1
63.6,55977.75,-1.4927,8963.71,east,0
33.8,56873.36,-1.8451,11051.43,south,1
24.6,54972.94,-1.3619,9404.88,east,0
64.1,,0.2952,9306.65,west,1
43.0,,-1.3969,4303.76,east,0
24.5,67565.67,-1.0008,2892.31,north,1
43.9,30145.56,0.0680,8784.79,west,0
30.8,40374.41,-0.8083,2827.12,east,0
39.2,12284.24,-1.1942,6500.55,east,0
51.3,73995.08,0.9516,3127.58,south,1
65.6,79514.31,0.5019,1846.62,west,1
59.6,82967.85,0.7842,5109.75,west,1
26.4,62155.42,0.9107,2303.18,south,1
42.8,80241.73,1.4095,4029.47,west,1
43.6,58901.71,-0.0133,7503.30,north,0
69.5,57394.67,-0.1559,4365.04,north,1
22.5,31847.65,-1.6635,7872.80,north,0
44.6,45492.31,-0.2126,3615.36,east,0
65.5,48920.19,-0.5560,5947.04,north,0
38.7,76088.10,1.0211,1962.02,west,1
31.6,89405.84,0.6616,8800.47,east,1
46.9,51133.92,1.4295,-1057.17,south,1
